"source_id","province_vi","name_vi","developer","address","source_url","source_date","retrieved_on"
"193","Bình Dương","Tân Đông Hiệp A","Công ty TNHH Phú Mỹ","Tân Đông Hiệp, Dĩ An, Bình Dương","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"194","Bình Dương","Sóng thần 2","Công ty cổ phần Đại Nam;","","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"195","Bình Dương","Việt Nam - Singapore 2A ( mở rộng )","Công ty Liên Doanh KCN Việt nam - Singapore","thị xã Tân Uyên, Bình Dương","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"196","Bình Dương","Việt Nam - Singapore 2","Công ty Liên Doanh KCN Việt nam - Singapore","huyện Thuận An, tỉnh Bình Dương","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"197","Bình Dương","Đồng An 2","ông ty cổ phần Thương mại - Sản xuất - Xây dựng Hưng Thịnh","xã Bình Hòa, thị xã Thuận An, tỉnh Bình Dương","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"198","Bình Dương","Đại Đăng","Công ty TNHH Xây dựng và Đầu tư Đại Đăng","phường Phú Tân, thành phố Thủ Dầu Một, tỉnh Bình Dương","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"199","Bình Dương","Vietnam-Sigapore I","Công ty liên doanh TNHH Khu Công Nghiệp Việt Nam Singapore","thị xã Thuận An, tỉnh Bình Dương","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"200","Bình Dương","Mỹ Phước 2","Tổng công ty Đầu tư và Phát triển công nghiệp – TNHH Một thành viên (Becamex IDC)","thị xã Thủ Dầu Một, tỉnh Bình Dương","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"201","Bình Dương","Mỹ Phước 1","Tổng công ty Đầu tư và Phát triển công nghiệp – TNHH Một thành viên (Becamex IDC)","thị xã Thủ Dầu Một, tỉnh Bình Dương","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"202","Bình Dương","Sóng Thần 3","Công ty cổ phần Đại Nam","Đại lộ Bình Dương, phường Hiệp An, thành phố Thủ Dầu Một, tỉnh Bình Dương","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"203","Bình Dương","Kim Huy","Công ty TNHH phát triển KCN Kim Huy","xã Bình Chuẩn, thị xã Thuận An, tỉnh Bình Dương","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"204","Bình Dương","Mỹ Phước 3","Tổng công ty Đầu tư và Phát triển công nghiệp – TNHH Một thành viên (Becamex IDC)","thị xã Thủ Dầu Một, tỉnh Bình Dương","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"205","Bình Dương","Bình An (dệt may)","Công ty cổ phần Đầu tư phát triển Bình Thắng","xã Bình Thắng, thị xã Dĩ An, tỉnh Bình Dương","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"206","Bình Dương","Đồng An","Công ty cổ phần TM-SX-XD Hưng Thịnh","xã Bình Hòa, thị xã Thuận An, tỉnh Bình Dương","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"207","Bình Dương","Việt Hương","Công ty cổ phần Việt Hương","Km 11, Đại lộ Bình Dương, thị xã Thuận An, tỉnh Bình Dương","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"208","Bình Dương","Bình Đường","Tổng Công ty Thương mại Xuất nhập khẩu Thanh Lễ - TNHH Một thành viên","phường Hiệp Thành, thành phố Thủ Dầu Một, tỉnh Bình Dương","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"209","Bình Dương","Sóng Thần 1","Tổng Công ty Thương mại Xuất nhập khẩu Thanh Lễ - TNHH Một thành viên","phường Hiệp Thành, thị xã Thủ Dầu Một, tỉnh Bình Dương","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"210","Bình Dương","Bàu Bàng","TCT Đầu Tư Phát Triển Công Nghiệp - Becamex IDC","Đại lộ Bình Dương, Thành phố Thủ Dầu Một, Tỉnh Bình Dương","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"211","Bình Dương","Việt Hương 2","Công ty cổ phần Đầu tư phát triển Việt Hương","ấp 2, xã An Tây, tx Bến Cát, tỉnh Bình Dương","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"212","Bình Dương","Khu công nghệ cao Mapletree Bình Dương","Tập đoàn Mapletree","thành phố mới Bình Dương","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"213","Bình Dương","Tân Bình","Công ty CP Khu công nghiệp Tân Bình","xã Tân Bình, huyện Bắc Tân Uyên, tỉnh Bình Dương","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"214","Bà Rịa - Vũng Tàu","Phú Mỹ 2","Tổng công ty IDICO","tt Phú Mỹ, huyện Tân Thành, tỉnh Bà Rịa - Vũng Tàu","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"215","Bà Rịa - Vũng Tàu","Mỹ Xuân A2","Công ty TNHH Phát triển quốc tế Formosa huyện Tân Thành, tỉnh Bà Rịa - Vũng Tàu","","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"216","Bà Rịa - Vũng Tàu","Mỹ Xuân B1-CONAC","Công ty Đầu tư xây dựng dầu khí (CONAC)","huyện Tân Thành, tỉnh Bà Rịa - Vũng Tàu","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"217","Bà Rịa - Vũng Tàu","Phú Mỹ 1","Công ty cổ phần tập đoàn Hoa Sen","huyện Tân Thành, tỉnh Bà Rịa - Vũng Tàu","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"218","Bà Rịa - Vũng Tàu","Đông Xuyên","Công ty Đầu tư và khai thác hạ tầng KCN Đông Xuyên và Phú Mỹ I (IZICO)","Tp Vũng Tàu","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"219","Bà Rịa - Vũng Tàu","Mỹ Xuân B1 - Tiến Hùng","Công ty TNHH Sản xuất – Thương mại Tiến Hùng","huyện Tân Thành, tỉnh Bà Rịa Vũng Tàu","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"220","Bà Rịa - Vũng Tàu","Mỹ Xuân B1 - Đại Dương","Công ty Cổ phần đầu tư xây dựng giải trí Đại Dương","huyện Tân Thành, tỉnh Bà Rịa Vũng Tàu","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"221","Bà Rịa - Vũng Tàu","Cái Mép","Tổng Công ty Xây dựng Sài Gòn","Tân Phước, Tân Thành, tỉnh Bà Rịa - Vũng Tàu","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"222","Bà Rịa - Vũng Tàu","Mỹ Xuân A & mở rộng","Tổng công ty IDICO","huyện Tân Thành, tỉnh Bà Rịa Vũng Tàu","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"223","Bà Rịa - Vũng Tàu","Châu Đức","Công ty CP Sonadezi Châu Đức","xã Nghĩa Thành, Suối Nghệ huyện Châu Đức, Tỉnh Bà Rịa Vũng Tàu.","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"224","TP. Hồ Chí Minh","An Hạ","Công ty cổ phần Tư vấn Đầu tư Xây dựng Thương mại Sản xuất Nhựt Thành","Xã Phạm Văn Hai, huyện Bình Chánh, TP.HCM","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"225","TP. Hồ Chí Minh","Đông Nam","Công ty CP Đầu tư Sài Gòn VRG","Xã Bình Mỹ và Hoà Phú, huyện Củ Chi","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"226","TP. Hồ Chí Minh","Tân Phú Trung","Công ty Cổ phần Phát triển Đô thị Sài Gòn Tây Bắc (SCD)","Quốc lộ 22, xã Tân Phú Trung, huyện Củ Chi, TP.HCM","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"227","TP. Hồ Chí Minh","Vĩnh Lộc","Công ty TNHH Một thành viên Khu công nghiệp Vĩnh Lộc","Số A59/I, đường số 7, phường Bình Hưng Hoà, quận Bình Tân, TP.HCM","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"228","TP. Hồ Chí Minh","Tây Bắc Củ Chi","Công ty Cổ phần đầu tư phát triển công nghiệp - Thương mại Củ Chi","Quốc lộ 22, xã Tân An Hội, huyện Củ Chi, TP.HCM","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"229","TP. Hồ Chí Minh","Tân Tạo","Công ty Cổ phần Đầu tư và Công nghiệp Tân Tạo","Lô 16, đường 2, phường Tân Tạo A, quận Bình Tân, TP.HCM","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"230","TP. Hồ Chí Minh","Tân Bình","Công ty Cổ phần KCN Tân Bình","Quận Tân Phú và Bình Tân","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"231","TP. Hồ Chí Minh","Tân Thới Hiệp","Công ty TNHH Đầu tư Xây dựng Cơ sở hạ tầng KCN Tân Thới Hiệp","Quận 12","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"232","TP. Hồ Chí Minh","KCX Tân Thuận","Công ty TNHH Tân Thuận","Đường Huỳnh Tấn Phát, Quận 7","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"233","TP. Hồ Chí Minh","KCX Linh Trung 2","Công ty Liên doanh Khai thác Kinh doanh Khu Chế xuất Sài Gòn - Linh Trung","Đường Nam Khu chế xuất, phường Bình Chiểu, quận Thủ Đức","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"234","TP. Hồ Chí Minh","KCX Linh Trung 1","Công ty Liên doanh Khai thác Kinh doanh Khu Chế xuất Sài Gòn - Linh Trung","Quốc lộ 1A, phường Linh Trung, quận Thủ Đức","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"235","TP. Hồ Chí Minh","Lê Minh Xuân","Công ty Cổ Phần Đầu Tư Xây Dựng Bình Chánh (BCCI)","Số A6/177B, đường Trần Đại Nghĩa, xã Tân Nhựt, huyện Bình Chánh, TP.HCM.","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"236","TP. Hồ Chí Minh","Hiệp Phước (giai đoạn 1)","Công ty Cổ phần chế biến Hàng Xuất khẩu Cầu Tre và Công ty Cổ phần Khu công nghiệp Hiệp Phước","Xã Hiệp Phước và Long Thới, huyện Nhà Bè Khu B, Đường số 1, KCN Hiệp Phước, xã Hiệp Phước, huyện Nhà Bè, Tp. HCM","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"237","TP. Hồ Chí Minh","Cát Lái 2","Công ty TNHH Một thành viên Dịch vụ công ích Quận 2","Đường Nguyễn Thị Định, phường Thạnh Mỹ Lợi, Quận 2","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"238","TP. Hồ Chí Minh","Bình Chiểu","Tổng Công ty Bến Thành","Quận Thủ Đức, thành phố Hồ Chí Minh","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"239","TP. Hồ Chí Minh","Khu công nghệ cao (giai đoạn 1)","","Quận 9, thành phố Hồ Chí Minh","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"240","Bình Phước","Đồng xoài 2","Công ty Cổ phần Quang Minh Tiến","xã Tiến Thành, thị xã Đồng Xoài","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"241","Bình Phước","Đồng xoài 1","Ban quản lý các khu công nghiệp tỉnh Bình Phước","xã Tân Thành, thị xã Đồng Xoài","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"242","Bình Phước","Chơn Thành 2","Công ty Cổ phần Đầu tư xây dựng KCN Chơn Thành","xã Thành Tâm, huyện Chơn Thành","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"243","Bình Phước","Bắc Đồng Phú","Công ty Cổ phần KCN Bắc Đồng Phú","thị trấn Tân Phú, huyện Đồng Phú","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"244","Bình Phước","Chơn Thành 1","Công ty Cổ phần Đầu tư Xây dựng cơ sở hạ tầng Khu công nghiệp Chơn Thành 1","xã Thành Tâm, huyện Chơn Thành","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"245","Bình Phước","Minh Hưng-Hàn Quốc","Công ty TNHH C&N Vina","xã Minh Hưng, huyện Chơn Thành","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"246","Bình Phước","Minh Hưng 3","Công ty CP KCN cao su Bình Long","xã Minh Hưng, huyện Chơn Thành","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"247","Tây Ninh","Chà Là","Công ty TNHH Đầu tư Quốc tê","xã Chà Là, huyện Dương Minh Châu","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"248","Tây Ninh","Trảng Bàng","Công ty TNHH Hệ thống Công nghiệp Việt Nam (INDECO)","xã An Tịnh, huyện Trảng Bàng","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"249","Tây Ninh","KCX Linh Trung 3","Công ty TNHH Seponze-Linh Trung","xã An Tịnh, huyện Trảng Bàng","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"250","Tây Ninh","Phước Đông","Công ty CP đầu tư Sài Gòn","xã Phước Đông, huyện Gò Dầu, tỉnh Tây Ninh","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"251","Tây Ninh","Thành Thành Công (Bourbon-An Hoà)","Công ty Cổ phần Khu công nghiệp Thành Thành Công","xã An Hoà, huyện Trảng Bàng","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"252","Đồng Tháp","Trần Quốc Toản","Công ty Xây lắp và Vật liệu xây dựng tỉnh Đồng Tháp","Quốc lộ 30, Phường 11, TP Cao Lãnh, tỉnh Đồng Tháp.","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"253","Đồng Tháp","Sa Đéc","Công ty Cổ phần Đầu tư Phát triển nhà & Khu công nghiệp (HIDICO)","Phường An hoà, Phường Tân Quy Đông và xã Tân Khánh Đông, TP Sa Đéc, tỉnh Đồng Tháp","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"254","Đồng Tháp","Sông Hậu","Công ty Cổ Phần Docimexco","Xã Tân Thành, huyện Lai vung, tỉnh Đồng Tháp","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"255","An Giang","Bình Long","Ban quản lý Khu kinh tế tỉnh An Giang","xã Bình Long, huyện Châu Phú","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"256","An Giang","Bình Hoà","Ban quản lý Khu kinh tế tỉnh An Giang","xã Bình Hoà, huyện Châu Thành","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"257","Bạc Liêu","Trà Kha","Công ty Phát triển hạ tầng khu công nghiệp Bạc Liêu","phường 8, tp Bạc Liêu","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"258","Bến Tre","An Hiệp","Công ty phát triển hạ tầng các Khu công nghiệp Bến Tre","xã An Hiệp, huyện Châu Thành","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"259","Bến Tre","Giao Long","Công Ty Phát Triển Hạ Tầng các Khu công Nghiệp Tỉnh Bến Tre","Xã An Phước, huyện Châu Thành, tỉnh Bến Tre","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"260","Cà Mau","Năm Căn (trong KKT Năm Căn)","Côn ty TNHH MTV công nghiệp tàu thủy Cà Mau","Thị trấn Năm Căn và xã Hàng Vịnh, huyện Năm Căn","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"261","Cà Mau","Sông Đốc","Công ty Phát triển hạ tầng KCN tỉnh Cà Mau","thuộc xã Khánh Hải, Phong Điền và Thị trấn Sông Đốc, huyện Trần Văn Thời, tỉnh Cà Mau","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"262","Cà Mau","Hoà Trung","","xã Lương Thế Trân, huyện Cái Nước","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"263","Cà Mau","Khánh An -Khu A và Khu B","Công ty CP hạ tầng Sài Gòn - Cà Mau","xã Khánh An, huyện U Minh, tỉnh Cà Mau","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"264","Cần Thơ","Hưng Phú 2A","Công ty TNHH xây lắp BMC (Bộ công thương)","phường Phú Thứ, quận Cái Răng, thành phố Cần Thơ","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"265","Cần Thơ","Hưng Phú 2B","Công ty xây dựng hạ tầng KCN Cần Thơ (CIPCO)","Võ Nguyên Giáp, Phú Thứ, Cái Răng, Cần Thơ","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"266","Cần Thơ","Trà Nóc 1","Công ty xây dựng hạ tầng Khu công nghiệp Cần Thơ","số 102 đường 30/4, phường An Phú, quận Ninh Kiều, thành phố Cần Thơ","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"267","Cần Thơ","Trà Nóc 2","Công ty xây dựng hạ tầng Khu công nghiệp Cần Thơ","số 102 đường 30/4, phường An Phú, quận Ninh Kiều, thành phố Cần Thơ","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"268","Cần Thơ","Hưng Phú I","Công ty Cổ phần Khu công nghiệp Sài Gòn-Cần Thơ","tại phường Tân Phú, quận Cái Răng, thành phố Cần Thơ","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"269","Cần Thơ","Thốt Nốt - giai đoạn I","Trung tâm xây dựng hạ tầng Khu công nghiệp Thốt Nốt","quốc lộ 91, khu vực Thới Thạnh, phường Thới Thuận, quận Thốt Nốt, thành phố Cần Thơ","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"270","Hậu Giang","Tân Phú Thạnh","Công ty Phát triển Hạ tầng khu công nghiệp Hậu Giang","xã Tân Phú Thạnh, huyện Châu Thành A","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"271","Hậu Giang","Sông Hậu","Công ty Phát triển Hạ tầng khu công nghiệp Hậu Giang","xã Đông Phú, huyện Châu Thành","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"272","Kiên Giang","Thạch Lộc","Công ty phát triển hạ tầng khu công nghiệp Kiên Giang.","xã Thanh Lộc, huyện Châu Thành","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"273","Long An","Tân Đô","Công ty CP và đầu tư xây dựng Tân Đô","Xã Đức Hoà Hạ, huyện Đức Hoà, tỉnh Long An","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"274","Long An","Hải Sơn","Công ty TNHH Hải Sơn","ấp Bình Tiền 2, xã Đức Hoà Hạ, huyện Đức Hoà, tỉnh Long An","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"275","Long An","Long Hậu-Hoà Bình","Công ty Cổ phần Đầu tư xây dựng hạ tầng Hòa Bình","Ấp 7, xã Nhị Thành, huyện Thủ Thừa, tỉnh Long An","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"276","Long An","Thịnh Phát","Công ty Cổ phần Địa ốc cáp điện Thịnh Phát","Tỉnh lộ 830, ấp 3, xã Lương Bình, huyện Bến Lức, tỉnh long An","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"277","Long An","Phúc Long","Công ty TNHH Đầu tư và Xây dựng Phúc Long","số 400, quốc lộ 1A, khu phố 9, thị trấn Bến Lức, huyện Bến Lức, tỉnh Long An","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"278","Long An","Phú An Thạnh","Công ty TNHH một thành viên Phú An Thạnh-Long An","Tỉnh lộ 830, xã An Thạnh, huyện Bến Lức, tỉnh Long An","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"279","Long An","Nhựt Chánh","Công ty Cổ phần Thanh Yến","Ấp 5, xã Nhựt Chánh, huyện Bến Lức, tỉnh Long An","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"280","Long An","KCN Đức Hoà III- Thái Hoà","Công ty Cổ phần Phát triển hạ tầng Việt Sơn","Ấp Tân Hoà, xã Đức Lập Hạ, huyện Đức Hoà, tỉnh Long An","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"281","Long An","KCN Đức Hoà III- Ánh Hồng","Công ty cổ phần đầu tư Anh Hồng","KCN Anh Hồng, Ấp Đức Hạnh 2, Xã Đức Lập Hạ , huyện Đức Hoà, Tỉnh Long An","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"282","Long An","KCN Đức Hoà III-Việt Hóa","Công ty TNHH MTV phát triển kinh doanh hạ tầng Khu công nghiệp Phú Mỹ Vinh","Xã Đức Lập Hạ - huyện Đức Hoà, tỉnh Long An","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"283","Long An","KCN Đức Hoà III- Hồng Đạt","Công Ty Cổ phần Hồng Đạt Long An","Ấp Tân Hoà, xã Đức Lập Hạ, huyện Đức Hoà, tỉnh Long An","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"284","Long An","Cầu Tràm","Công ty CP Thương mại Dịch vụ Xây dựng & XNK Trung Thành","KCN Cầu Tràm - Ấp Cầu Tràm -Xã Long Trạch - Huyện Cần Đước - Tỉnh Long An","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"285","Long An","Long Hậu","Công ty CP Long Hậu","Ấp 3, xã Long Hậu, huyện Cần Giuộc, tỉnh Long An","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"286","Long An","Long Hậu (mở rộng)","Công ty CP Long Hậu","Ấp 3, xã Long Hậu, huyện Cần Giuộc, tỉnh Long An","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
