slug,ten,tinhSlug,tinhTen,diaDiem,dienTichHa,isPlanningOnly,hasDtm,hasDocs,source_url,retrieved_on
kcn-loc-son,KCN Lộc Sơn,lam-dong,Lâm Đồng,Thành phố Bảo Lộc,183,False,False,False,https://kcn-kkt.com/kcn/kcn-loc-son,2026-09-10
kcn-nam-lam-dong,KCN Nam Lâm Đồng (Đạ Tẻh),lam-dong,Lâm Đồng,"Đạ Tẻh, Lâm Đồng (cũ)",500,True,False,False,https://kcn-kkt.com/kcn/kcn-nam-lam-dong,2026-09-10
kcn-nhan-co,KCN Nhân Cơ,lam-dong,Lâm Đồng,Đắk R'Lập,148,False,False,False,https://kcn-kkt.com/kcn/kcn-nhan-co,2026-09-10
kcn-nhan-co-2,KCN Nhân Cơ 2,lam-dong,Lâm Đồng,Đắk R'Lập,400,False,False,False,https://kcn-kkt.com/kcn/kcn-nhan-co-2,2026-09-10
kcn-phan-thiet-giai-doan-1,KCN Phan Thiết giai đoạn 1,lam-dong,Lâm Đồng,"Phan Thiết, Bình Thuận (cũ)",68,True,False,False,https://kcn-kkt.com/kcn/kcn-phan-thiet-giai-doan-1,2026-09-10
kcn-phan-thiet-giai-doan-2,KCN Phan Thiết giai đoạn 2,lam-dong,Lâm Đồng,"Phan Thiết, Bình Thuận (cũ)",40.7,True,False,False,https://kcn-kkt.com/kcn/kcn-phan-thiet-giai-doan-2,2026-09-10
kcn-phia-nam-giai-doan-2,KCN phía Nam giai đoạn 2,lam-dong,Lâm Đồng,Trà Tân / Suối Kiết; Bình Thuận (cũ),900,True,False,False,https://kcn-kkt.com/kcn/kcn-phia-nam-giai-doan-2,2026-09-10
kcn-phia-nam-tinh,KCN phía Nam tính,lam-dong,Lâm Đồng,"Huyện Độc Lịnh, huyện Tành Lịnh",300,False,False,False,https://kcn-kkt.com/kcn/kcn-phia-nam-tinh,2026-09-10
kcn-phia-tay-bac-tinh,KCN phía Tây Bắc tính,lam-dong,Lâm Đồng,Huyện Tuy Phong,500,False,False,False,https://kcn-kkt.com/kcn/kcn-phia-tay-bac-tinh,2026-09-10
kcn-phu-binh,KCN Phú Bình,lam-dong,Lâm Đồng,Huyện Đức Trọng,246,False,False,False,https://kcn-kkt.com/kcn/kcn-phu-binh,2026-09-10
kcn-phu-hoi,KCN Phú Hội,lam-dong,Lâm Đồng,Huyện Độc Trong,109,False,False,False,https://kcn-kkt.com/kcn/kcn-phu-hoi,2026-09-10
kcn-quang-son,KCN Quảng Sơn,lam-dong,Lâm Đồng,Đắk Glong,1000,False,False,False,https://kcn-kkt.com/kcn/kcn-quang-son,2026-09-10
kcn-song-binh-mo-rong,KCN Sông Bình mở rộng,lam-dong,Lâm Đồng,Huyện Bắc Bình,250,False,False,False,https://kcn-kkt.com/kcn/kcn-song-binh-mo-rong,2026-09-10
kcn-son-my-1,KCN Sơn Mỹ 1,lam-dong,Lâm Đồng,"Sơn Mỹ; Hàm Tân, Bình Thuận (cũ)",1070,True,False,False,https://kcn-kkt.com/kcn/kcn-son-my-1,2026-09-10
kcn-son-my-2,KCN Sơn Mỹ 2,lam-dong,Lâm Đồng,"Sơn Mỹ; Hàm Tân, Bình Thuận (cũ)",540,True,False,False,https://kcn-kkt.com/kcn/kcn-son-my-2,2026-09-10
kcn-son-my-i,KCN Sơn Mỹ I,lam-dong,Lâm Đồng,Huyện Hàm Tân,1070,False,False,False,https://kcn-kkt.com/kcn/kcn-son-my-i,2026-09-10
kcn-son-my-ii,KCN Sơn Mỹ II,lam-dong,Lâm Đồng,Huyện Hàm Tân,540,False,False,False,https://kcn-kkt.com/kcn/kcn-son-my-ii,2026-09-10
kcn-suoi-gieng,KCN Suối Giêng,lam-dong,Lâm Đồng,Tân Minh / Hàm Thuận Nam; Bình Thuận (cũ),500,True,False,False,https://kcn-kkt.com/kcn/kcn-suoi-gieng,2026-09-10
kcn-suoi-kiet,KCN Suối Kiết,lam-dong,Lâm Đồng,Suối Kiết; Bình Thuận (cũ),970,True,False,False,https://kcn-kkt.com/kcn/kcn-suoi-kiet,2026-09-10
kcn-tanh-linh,KCN Tánh Linh,lam-dong,Lâm Đồng,Trà Tân / Suối Kiết; Bình Thuận (cũ),970,True,False,False,https://kcn-kkt.com/kcn/kcn-tanh-linh,2026-09-10
kcn-tam-thang-lam-dong,KCN Tâm Thắng,lam-dong,Lâm Đồng,Cự Jút,179,False,False,False,https://kcn-kkt.com/kcn/kcn-tam-thang-lam-dong,2026-09-10
kcn-tan-duc-mo-rong,KCN Tân Đức mở rộng,lam-dong,Lâm Đồng,Huyện Hàm Tân,608,False,False,False,https://kcn-kkt.com/kcn/kcn-tan-duc-mo-rong,2026-09-10
kcn-tan-minh-1,KCN Tân Minh 1,lam-dong,Lâm Đồng,Tân Minh; Bình Thuận (cũ),250,True,False,False,https://kcn-kkt.com/kcn/kcn-tan-minh-1,2026-09-10
kcn-tan-minh-2,KCN Tân Minh 2,lam-dong,Lâm Đồng,Tân Minh; Bình Thuận (cũ),430,True,False,False,https://kcn-kkt.com/kcn/kcn-tan-minh-2,2026-09-10
kcn-tan-phuc-1,KCN Tân Phúc 1,lam-dong,Lâm Đồng,Tân Minh / Hàm Thuận Nam; Bình Thuận (cũ),500,True,False,False,https://kcn-kkt.com/kcn/kcn-tan-phuc-1,2026-09-10
kcn-tan-phuc-2,KCN Tân Phúc 2,lam-dong,Lâm Đồng,Tân Minh / Hàm Thuận Nam; Bình Thuận (cũ),860,True,False,False,https://kcn-kkt.com/kcn/kcn-tan-phuc-2,2026-09-10
kcn-tan-rai-bao-lam,KCN Tân Rai - Báo Lâm,lam-dong,Lâm Đồng,Huyện Báo Lâm,500,False,False,False,https://kcn-kkt.com/kcn/kcn-tan-rai-bao-lam,2026-09-10
kcn-tan-thang,KCN Tân Thắng,lam-dong,Lâm Đồng,Sơn Mỹ; Bình Thuận (cũ),680,True,False,False,https://kcn-kkt.com/kcn/kcn-tan-thang,2026-09-10
kcn-tan-uc,KCN Tân Ức,lam-dong,Lâm Đồng,Huyện Hàm Tân,300,False,False,False,https://kcn-kkt.com/kcn/kcn-tan-uc,2026-09-10
kcn-thuan-nam,KCN Thuận Nam,lam-dong,Lâm Đồng,Hàm Thuận Nam; Bình Thuận (cũ),850,True,False,False,https://kcn-kkt.com/kcn/kcn-thuan-nam,2026-09-10
kcn-tuy-phong,KCN Tuy Phong,lam-dong,Lâm Đồng,"Tuy Phong, Bình Thuận (cũ)",150,True,False,False,https://kcn-kkt.com/kcn/kcn-tuy-phong,2026-09-10
kcn-vinh-hao,KCN Vĩnh Hảo,lam-dong,Lâm Đồng,Vĩnh Hảo; Bình Thuận (cũ),603,True,False,False,https://kcn-kkt.com/kcn/kcn-vinh-hao,2026-09-10
khu-cong-nghiep-tan-duc,Khu công nghiệp Tân Đức,lam-dong,Lâm Đồng,"Xã Tân Đức, Huyện Hàm Tân, Tỉnh Bình Thuận",300,False,False,False,https://kcn-kkt.com/kcn/khu-cong-nghiep-tan-duc,2026-09-10
ben-cang-chuyen-dung-vissai,Bến cảng chuyên dùng Vissai,nghe-an,Nghệ An,"Xã Nghi Thiết, Nghi Lộc, Nghệ An",,False,False,False,https://kcn-kkt.com/kcn/ben-cang-chuyen-dung-vissai,2026-09-10
ben-cang-cuc-hau-can-quan-khu-iv,Bến cảng Cục Hậu cần Quân khu IV,nghe-an,Nghệ An,"Thành phố Vinh, tỉnh Nghệ An",,False,False,False,https://kcn-kkt.com/kcn/ben-cang-cuc-hau-can-quan-khu-iv,2026-09-10
ben-cang-cua-lo,Bến cảng Cửa Lò,nghe-an,Nghệ An,"Thị Xã Cửa Lò, tỉnh Nghệ An",,False,False,False,https://kcn-kkt.com/kcn/ben-cang-cua-lo,2026-09-10
ben-cang-xang-dau-dkc,Bến cảng xăng dầu DKC,nghe-an,Nghệ An,"Nghi Thiết, Nghi Lộc, Tỉnh Nghệ An",,False,False,False,https://kcn-kkt.com/kcn/ben-cang-xang-dau-dkc,2026-09-10
kcn-bac-vinh,KCN Bắc Vinh,nghe-an,Nghệ An,Thành phố Vinh,53,False,False,False,https://kcn-kkt.com/kcn/kcn-bac-vinh,2026-09-10
kcn-dien-quynh,KCN Diễn Quỳnh,nghe-an,Nghệ An,"H. Diễn Châu, H. Quỳnh Lưu",200,False,False,False,https://kcn-kkt.com/kcn/kcn-dien-quynh,2026-09-10
kcn-dong-hieu-kcn-phu-quy,KCN Đông Hiếu (KCN Phú Quý),nghe-an,Nghệ An,Thị xã Thái Hòa,200,False,False,False,https://kcn-kkt.com/kcn/kcn-dong-hieu-kcn-phu-quy,2026-09-10
kcn-dong-hoi,KCN Đông Hội,nghe-an,Nghệ An,Thị xã Hoàng Mai,374,False,False,False,https://kcn-kkt.com/kcn/kcn-dong-hoi,2026-09-10
kcn-ho-tro-cang-cua-lo-kcn-yen-quang,KCN hō trợ căng Cửa Lò (KCN Yên Quang),nghe-an,Nghệ An,H. Nghĩ Lộc,333,False,False,False,https://kcn-kkt.com/kcn/kcn-ho-tro-cang-cua-lo-kcn-yen-quang,2026-09-10
kcn-hoang-mai,KCN Hoàng Mai,nghe-an,Nghệ An,Thị xã Hoàng Mai,600,False,False,False,https://kcn-kkt.com/kcn/kcn-hoang-mai,2026-09-10
kcn-kim-cuong,KCN Kim Cương,nghe-an,Nghệ An,H. Nam Đàn,300,False,False,False,https://kcn-kkt.com/kcn/kcn-kim-cuong,2026-09-10
kcn-nam-cam,KCN Nam Cấm,nghe-an,Nghệ An,H. Nghĩ Lộc,1135,False,False,False,https://kcn-kkt.com/kcn/kcn-nam-cam,2026-09-10
kcn-nghia-dan,KCN Nghĩa Đàn,nghe-an,Nghệ An,H. Nghĩa Đàn,200,False,False,False,https://kcn-kkt.com/kcn/kcn-nghia-dan,2026-09-10
kcn-ngoc-chau,KCN Ngọc Châu,nghe-an,Nghệ An,H. Quỳnh Lưu,300,False,False,False,https://kcn-kkt.com/kcn/kcn-ngoc-chau,2026-09-10
kcn-so-1-nghe-an,KCN Số 1,nghe-an,Nghệ An,H. Diễn Châu,300,False,False,False,https://kcn-kkt.com/kcn/kcn-so-1-nghe-an,2026-09-10
kcn-so-2,KCN Số 2,nghe-an,Nghệ An,H. Nghĩ Lộc,450,False,False,False,https://kcn-kkt.com/kcn/kcn-so-2,2026-09-10
kcn-so-3-khu-lam-nghiep,KCN Số 3 (Khu lâm nghiệp),nghe-an,Nghệ An,"H. Nghĩ Lộc, H. Độ Lương",450,False,False,False,https://kcn-kkt.com/kcn/kcn-so-3-khu-lam-nghiep,2026-09-10
kcn-so-5-nghe-an,KCN Số 5,nghe-an,Nghệ An,H. Độ Lương,300,False,False,False,https://kcn-kkt.com/kcn/kcn-so-5-nghe-an,2026-09-10
kcn-so-8,KCN Số 8,nghe-an,Nghệ An,H. Hưng Nguyên,220,False,False,False,https://kcn-kkt.com/kcn/kcn-so-8,2026-09-10
kcn-tan-ky,KCN Tân Kỳ,nghe-an,Nghệ An,H. Tân Kỳ,150,False,False,False,https://kcn-kkt.com/kcn/kcn-tan-ky,2026-09-10
kcn-tho-loc,KCN Thọ Lộc,nghe-an,Nghệ An,H. Diễn Châu,780,False,False,False,https://kcn-kkt.com/kcn/kcn-tho-loc,2026-09-10
kcn-tri-le,KCN Trí Lễ,nghe-an,Nghệ An,H. Anh Sơn,106,False,False,False,https://kcn-kkt.com/kcn/kcn-tri-le,2026-09-10
kcn-xuan-lam,KCN Xuân Lâm,nghe-an,Nghệ An,H. Thanh Chương,200,False,False,False,https://kcn-kkt.com/kcn/kcn-xuan-lam,2026-09-10
kcn-do-thi-va-dich-vu-nam-cam,"KCN, Dō thị và Dịch vụ Nam Cấm",nghe-an,Nghệ An,H. Nghĩ Lộc,261,False,False,False,https://kcn-kkt.com/kcn/kcn-do-thi-va-dich-vu-nam-cam,2026-09-10
kcn-do-thi-va-dich-vu-tho-loc,"KCN, Dō thị và Dịch vụ Thọ Lộc",nghe-an,Nghệ An,H. Diễn Châu,13,False,False,False,https://kcn-kkt.com/kcn/kcn-do-thi-va-dich-vu-tho-loc,2026-09-10
kcn-do-thi-va-dich-vu-vsip,"KCN, Dō thị và Dịch vụ VSIP",nghe-an,Nghệ An,"H. Hưng Nguyên, Thành phố Vinh",368,False,False,False,https://kcn-kkt.com/kcn/kcn-do-thi-va-dich-vu-vsip,2026-09-10
kcn-do-thi-va-dich-vu-tan-thang,"KCN, Đô thị và Dịch vụ Tân Thắng",nghe-an,Nghệ An,H. Quỳnh Lưu,300,False,False,False,https://kcn-kkt.com/kcn/kcn-do-thi-va-dich-vu-tan-thang,2026-09-10
ben-cang-hai-thinh,Bến cảng Hải Thịnh,ninh-binh,Ninh Bình,Thị trấn Thịnh Long,,False,False,False,https://kcn-kkt.com/kcn/ben-cang-hai-thinh,2026-09-10
ben-cang-nha-may-dong-tau-thinh-long,Bến cảng nhà máy động tâu Thịnh Long,ninh-binh,Ninh Bình,Thị trấn Thịnh Long,,False,False,False,https://kcn-kkt.com/kcn/ben-cang-nha-may-dong-tau-thinh-long,2026-09-10
ben-cang-thinh-long,Bến cảng Thịnh Long,ninh-binh,Ninh Bình,Thị trấn Thịnh Long,,False,False,False,https://kcn-kkt.com/kcn/ben-cang-thinh-long,2026-09-10
kcn-do-thi-dich-vu-gia-vien-ii,KCN - Đô thị - dịch vụ Gia Viễn II,ninh-binh,Ninh Bình,Huyện Gia Viễn,51,False,False,False,https://kcn-kkt.com/kcn/kcn-do-thi-dich-vu-gia-vien-ii,2026-09-10
kcn-do-thi-dich-vu-liem-son,KCN - Đô thị - Dịch vụ Liêm Sơn,ninh-binh,Ninh Bình,Thanh Bình; Hà Nam,360,True,False,False,https://kcn-kkt.com/kcn/kcn-do-thi-dich-vu-liem-son,2026-09-10
kcn-do-thi-dich-vu-phu-long,KCN - Đô thị - dịch vụ Phủ Long,ninh-binh,Ninh Bình,Huyện Nho Quan,485,False,False,False,https://kcn-kkt.com/kcn/kcn-do-thi-dich-vu-phu-long,2026-09-10
kcn-do-thi-dich-vu-song-sat,KCN - Đô thị - Dịch vụ Sông Sắt,ninh-binh,Ninh Bình,"Vũ Dương, Tân Minh; Nam Định / Hà Nam",469,True,False,False,https://kcn-kkt.com/kcn/kcn-do-thi-dich-vu-song-sat,2026-09-10
kcn-do-thi-dich-vu-tan-son,KCN - Đô thị - Dịch vụ Tân Sơn,ninh-binh,Ninh Bình,"Tân Minh, Thanh Bình, Bình Sơn; Hà Nam",712,True,False,False,https://kcn-kkt.com/kcn/kcn-do-thi-dich-vu-tan-son,2026-09-10
kcn-do-thi-dich-vu-yen-khanh,KCN - Đô thị - Dịch vụ Yên Khánh,ninh-binh,Ninh Bình,"Khánh Nhạc, Kim Sơn, Chất Bình; Ninh Bình (Yên Khánh)",500,True,False,False,https://kcn-kkt.com/kcn/kcn-do-thi-dich-vu-yen-khanh,2026-09-10
kcn-do-thi-dich-vu-yen-mo,KCN - Đô thị - Dịch vụ Yên Mô,ninh-binh,Ninh Bình,"Yên Mô, Yên Từ; Ninh Bình (Yên Mô)",333,True,False,False,https://kcn-kkt.com/kcn/kcn-do-thi-dich-vu-yen-mo,2026-09-10
kcn-bao-minh,KCN Bảo Minh,ninh-binh,Ninh Bình,Huyện Vụ Bản,147,False,False,False,https://kcn-kkt.com/kcn/kcn-bao-minh,2026-09-10
kcn-bao-minh-mo-rong,KCN Bảo Minh mở rộng,ninh-binh,Ninh Bình,Huyện Vụ Bản,45,False,True,True,https://kcn-kkt.com/kcn/kcn-bao-minh-mo-rong,2026-09-10
kcn-binh-an-ninh-binh,KCN Bình An,ninh-binh,Ninh Bình,"Bình An, Bình Sơn; Hà Nam",250,True,False,False,https://kcn-kkt.com/kcn/kcn-binh-an-ninh-binh,2026-09-10
kcn-binh-giang-ninh-binh,KCN Bình Giang,ninh-binh,Ninh Bình,"Bình Giang, phường Mỹ Lộc; Nam Định",430,True,False,False,https://kcn-kkt.com/kcn/kcn-binh-giang-ninh-binh,2026-09-10
kcn-binh-luc-3,KCN Bình Lục (3),ninh-binh,Ninh Bình,Huyện Bình Lục,236,False,False,False,https://kcn-kkt.com/kcn/kcn-binh-luc-3,2026-09-10
kcn-binh-luc-mo-rong,KCN Bình Lục (Mở rộng),ninh-binh,Ninh Bình,Huyện Bình Lục,64,False,False,False,https://kcn-kkt.com/kcn/kcn-binh-luc-mo-rong,2026-09-10
kcn-chau-giang-i,KCN Châu Giang I,ninh-binh,Ninh Bình,Thị xã Duy Tiên,250,False,False,False,https://kcn-kkt.com/kcn/kcn-chau-giang-i,2026-09-10
kcn-chau-giang-ii,KCN Châu Giang II,ninh-binh,Ninh Bình,Thị xã Duy Tiên,250,False,True,True,https://kcn-kkt.com/kcn/kcn-chau-giang-ii,2026-09-10
kcn-chau-son,KCN Châu Sơn,ninh-binh,Ninh Bình,TP Phủ Lý và huyện Thanh Liêm,377,False,False,False,https://kcn-kkt.com/kcn/kcn-chau-son,2026-09-10
kcn-det-may-rang-dong,KCN dệt may Rạng Đông,ninh-binh,Ninh Bình,Huyện Nghĩa Hung,502,False,False,False,https://kcn-kkt.com/kcn/kcn-det-may-rang-dong,2026-09-10
kcn-dai-thang-ninh-binh,KCN Đại Thắng,ninh-binh,Ninh Bình,Liên Minh; Nam Định,150,True,False,False,https://kcn-kkt.com/kcn/kcn-dai-thang-ninh-binh,2026-09-10
kcn-dao-ly,KCN Đạo Lý,ninh-binh,Ninh Bình,Huyện Lý Nhân,200,False,False,False,https://kcn-kkt.com/kcn/kcn-dao-ly,2026-09-10
kcn-dien-nang-hai-hau-trong-kkt-ninh-co,KCN điện năng Hải Hậu (trong KKT Ninh Cơ),ninh-binh,Ninh Bình,Huyện Hải Hậu,300,False,False,False,https://kcn-kkt.com/kcn/kcn-dien-nang-hai-hau-trong-kkt-ninh-co,2026-09-10
kcn-dong-minh-ninh-binh,KCN Đồng Minh,ninh-binh,Ninh Bình,"Nam Đồng, Nam Minh; Nam Định",180,True,False,False,https://kcn-kkt.com/kcn/kcn-dong-minh-ninh-binh,2026-09-10
kcn-dong-van-i,KCN Đông Văn I,ninh-binh,Ninh Bình,Thị xã Duy Tiên,371,False,False,False,https://kcn-kkt.com/kcn/kcn-dong-van-i,2026-09-10
kcn-dong-van-ii,KCN Đông Văn II,ninh-binh,Ninh Bình,Thị xã Duy Tiên,321,False,False,False,https://kcn-kkt.com/kcn/kcn-dong-van-ii,2026-09-10
kcn-dong-van-iv,KCN Đông Văn IV,ninh-binh,Ninh Bình,Huyện Kim Bảng,300,False,False,False,https://kcn-kkt.com/kcn/kcn-dong-van-iv,2026-09-10
kcn-dong-van-v,KCN Đông Văn V,ninh-binh,Ninh Bình,Thị xã Duy Tiên,250,False,False,False,https://kcn-kkt.com/kcn/kcn-dong-van-v,2026-09-10
kcn-dong-van-vi,KCN Đông Văn VI,ninh-binh,Ninh Bình,Thị xã Duy Tiên,250,False,True,True,https://kcn-kkt.com/kcn/kcn-dong-van-vi,2026-09-10
kcn-giao-thinh,KCN Giao Thịnh,ninh-binh,Ninh Bình,Huyện Giao Thủy,200,False,False,False,https://kcn-kkt.com/kcn/kcn-giao-thinh,2026-09-10
kcn-gian-khau,KCN Giấn Khâu,ninh-binh,Ninh Bình,Huyện Gia Viễn,243.68,False,False,False,https://kcn-kkt.com/kcn/kcn-gian-khau,2026-09-10
kcn-hai-cuong,KCN Hải Cường,ninh-binh,Ninh Bình,"Hải An, Ninh Cường; Nam Định",385,True,False,False,https://kcn-kkt.com/kcn/kcn-hai-cuong,2026-09-10
kcn-hai-long-giai-doan-1,KCN Hải Long (giai đoạn 1),ninh-binh,Ninh Bình,Huyện Giao Thủy,180,False,False,False,https://kcn-kkt.com/kcn/kcn-hai-long-giai-doan-1,2026-09-10
kcn-hoa-mac,KCN Hòa Mạc,ninh-binh,Ninh Bình,Thị xã Duy Tiên,131,False,False,False,https://kcn-kkt.com/kcn/kcn-hoa-mac,2026-09-10
kcn-hoa-xa,KCN Hòa Xá,ninh-binh,Ninh Bình,TP. Nam Định,291,False,False,False,https://kcn-kkt.com/kcn/kcn-hoa-xa,2026-09-10
kcn-ho-tro-dong-van-iii,KCN hỗ trợ Đông Văn III,ninh-binh,Ninh Bình,Thị xã Duy Tiên,523,False,False,False,https://kcn-kkt.com/kcn/kcn-ho-tro-dong-van-iii,2026-09-10
kcn-hong-phu,KCN Hồng Phú,ninh-binh,Ninh Bình,Hồng Phong; Nam Định,200,True,False,False,https://kcn-kkt.com/kcn/kcn-hong-phu,2026-09-10
kcn-hong-tien,KCN Hồng Tiến,ninh-binh,Ninh Bình,Huyện Ý Yên,144,False,False,False,https://kcn-kkt.com/kcn/kcn-hong-tien,2026-09-10
kcn-itahan-tan-tao,KCN Itahan (Tân Tạo),ninh-binh,Ninh Bình,Huyện Duy Tiên,800,False,False,False,https://kcn-kkt.com/kcn/kcn-itahan-tan-tao,2026-09-10
kcn-khanh-cu,KCN Khánh Cư,ninh-binh,Ninh Bình,Huyện Yên Khánh,52.28,False,False,False,https://kcn-kkt.com/kcn/kcn-khanh-cu,2026-09-10
kcn-khanh-phu,KCN Khánh Phú,ninh-binh,Ninh Bình,Huyện Yên Khánh và thành phố Ninh Bình,356,False,False,False,https://kcn-kkt.com/kcn/kcn-khanh-phu,2026-09-10
kcn-kim-bang-i,KCN Kim Bảng I,ninh-binh,Ninh Bình,Huyện Kim Bảng,230,False,True,True,https://kcn-kkt.com/kcn/kcn-kim-bang-i,2026-09-10
kcn-kim-bang-ii,KCN Kim Bảng II,ninh-binh,Ninh Bình,Huyện Kim Bảng,270,False,False,False,https://kcn-kkt.com/kcn/kcn-kim-bang-ii,2026-09-10
kcn-kim-bang-iii,KCN Kim Bảng III,ninh-binh,Ninh Bình,Huyện Kim Bảng,300,False,False,False,https://kcn-kkt.com/kcn/kcn-kim-bang-iii,2026-09-10
kcn-kim-bang-iv,KCN Kim Bảng IV,ninh-binh,Ninh Bình,Huyện Kim Bảng,300,False,False,False,https://kcn-kkt.com/kcn/kcn-kim-bang-iv,2026-09-10
kcn-kim-son,KCN Kim Sơn,ninh-binh,Ninh Bình,Huyện Kim Sơn,128,False,False,False,https://kcn-kkt.com/kcn/kcn-kim-son,2026-09-10
kcn-lac-xuan-giai-doan-1,KCN Lạc Xuân (giai đoạn 1),ninh-binh,Ninh Bình,Huyện Giao Thủy,100,False,False,False,https://kcn-kkt.com/kcn/kcn-lac-xuan-giai-doan-1,2026-09-10
kcn-minh-chau-giai-doan-1,KCN Minh Châu (giai đoạn 1),ninh-binh,Ninh Bình,Huyện Nghĩa Hưng,100,False,True,True,https://kcn-kkt.com/kcn/kcn-minh-chau-giai-doan-1,2026-09-10
kcn-minh-cuong,KCN Minh Cường,ninh-binh,Ninh Bình,Yên Cường; Hà Nam,165,True,False,False,https://kcn-kkt.com/kcn/kcn-minh-cuong,2026-09-10
kcn-my-thuan,KCN Mỹ Thuận,ninh-binh,Ninh Bình,"Huyện Mỹ Lộc, Huyện Vụ Bản",159,False,False,False,https://kcn-kkt.com/kcn/kcn-my-thuan,2026-09-10
kcn-my-trung,KCN Mỹ Trung,ninh-binh,Ninh Bình,"TP. Mỹ Lộc, Nam Định",151,False,False,False,https://kcn-kkt.com/kcn/kcn-my-trung,2026-09-10
kcn-nam-hai-hau,KCN Nam Hải Hậu,ninh-binh,Ninh Bình,"Hải Quang, Hải Tiến; Nam Định (Hải Hậu)",266,True,False,False,https://kcn-kkt.com/kcn/kcn-nam-hai-hau,2026-09-10
kcn-nam-hong-giai-doan-1,KCN Nam Hồng (giai đoạn 1),ninh-binh,Ninh Bình,Huyện Nam Trực,156,False,False,False,https://kcn-kkt.com/kcn/kcn-nam-hong-giai-doan-1,2026-09-10
kcn-nam-quang,KCN Nam Quang,ninh-binh,Ninh Bình,"Nam Trực, phường Hồng Quang, Nam Ninh, Nam Hồng; Nam Định",300,True,False,False,https://kcn-kkt.com/kcn/kcn-nam-quang,2026-09-10
kcn-nghia-hung,KCN Nghĩa Hưng,ninh-binh,Ninh Bình,Nghĩa Hưng; Nam Định,250,True,False,False,https://kcn-kkt.com/kcn/kcn-nghia-hung,2026-09-10
kcn-nghia-lam,KCN Nghĩa Lâm,ninh-binh,Ninh Bình,Nghĩa Lâm; Nam Định,350,True,False,False,https://kcn-kkt.com/kcn/kcn-nghia-lam,2026-09-10
kcn-nghia-son,KCN Nghĩa Sơn,ninh-binh,Ninh Bình,Huyện Nghĩa Hưng,120,False,False,False,https://kcn-kkt.com/kcn/kcn-nghia-son,2026-09-10
kcn-phong-doanh,KCN Phong Doanh,ninh-binh,Ninh Bình,Phong Doanh; Nam Định (Ý Yên),180,True,False,False,https://kcn-kkt.com/kcn/kcn-phong-doanh,2026-09-10
kcn-phong-hung-khanh,KCN Phong Hưng Khánh,ninh-binh,Ninh Bình,Huyện Ý Yên,300,False,False,False,https://kcn-kkt.com/kcn/kcn-phong-hung-khanh,2026-09-10
kcn-phu-cuong,KCN Phú Cường,ninh-binh,Ninh Bình,Hải Xuân; Nam Định (Hải Hậu),200,True,False,False,https://kcn-kkt.com/kcn/kcn-phu-cuong,2026-09-10
kcn-phuc-ha,KCN Phúc Hà,ninh-binh,Ninh Bình,Hải Hưng; Nam Định (Hải Hậu),300,True,False,False,https://kcn-kkt.com/kcn/kcn-phuc-ha,2026-09-10
kcn-phuc-son,KCN Phúc Sơn,ninh-binh,Ninh Bình,Thành phố Ninh Bình,129.4,False,False,False,https://kcn-kkt.com/kcn/kcn-phuc-son,2026-09-10
kcn-tam-diep-i,KCN Tam Điệp I,ninh-binh,Ninh Bình,Huyện Tam Điệp,66.38,False,False,False,https://kcn-kkt.com/kcn/kcn-tam-diep-i,2026-09-10
kcn-tam-diep-ii,KCN Tam Điệp II,ninh-binh,Ninh Bình,Thành phố Tam Điệp,260,False,False,False,https://kcn-kkt.com/kcn/kcn-tam-diep-ii,2026-09-10
kcn-thai-ha,KCN Thái Hà,ninh-binh,Ninh Bình,Huyện Lý Nhân,200,False,False,False,https://kcn-kkt.com/kcn/kcn-thai-ha,2026-09-10
kcn-thai-ha-ii,KCN Thái Hà II,ninh-binh,Ninh Bình,Huyện Lý Nhân,175,False,False,False,https://kcn-kkt.com/kcn/kcn-thai-ha-ii,2026-09-10
kcn-thai-ha-iii,KCN Thái Hà III,ninh-binh,Ninh Bình,Huyện Lý Nhân,300,False,False,False,https://kcn-kkt.com/kcn/kcn-thai-ha-iii,2026-09-10
kcn-thanh-binh-1a,KCN Thanh Bình 1A (KCN Thanh Liêm mở rộng),ninh-binh,Ninh Bình,"Thanh Liêm, Thanh Lâm, Tân Thanh, phường Châu Sơn; Hà Nam",230,True,False,False,https://kcn-kkt.com/kcn/kcn-thanh-binh-1a,2026-09-10
kcn-thanh-binh-1b,KCN Thanh Bình 1B,ninh-binh,Ninh Bình,"Thanh Liêm, Thanh Lâm, Tân Thanh, phường Châu Sơn; Hà Nam",230,True,False,False,https://kcn-kkt.com/kcn/kcn-thanh-binh-1b,2026-09-10
kcn-thanh-binh-1c,KCN Thanh Bình 1C,ninh-binh,Ninh Bình,"Thanh Liêm, Thanh Lâm, Tân Thanh, phường Châu Sơn; Hà Nam",230,True,False,False,https://kcn-kkt.com/kcn/kcn-thanh-binh-1c,2026-09-10
kcn-thanh-binh-i,KCN Thanh Bình I,ninh-binh,Ninh Bình,Huyện Thanh Liêm,690,False,False,False,https://kcn-kkt.com/kcn/kcn-thanh-binh-i,2026-09-10
kcn-thanh-binh-ii-mo-rong,KCN Thanh Bình II (Mở rộng),ninh-binh,Ninh Bình,Huyện Thanh Liêm,50,False,False,False,https://kcn-kkt.com/kcn/kcn-thanh-binh-ii-mo-rong,2026-09-10
